sex,cs_p13_1,anios_esc,year,mes,saltrim
Hombre,Carrera técnica,99,2005,9,42163.586
Hombre,Profesional,99,2005,9,51283.285
Hombre,Maestría,99,2005,9,111378.38
Hombre,Doctorado,99,2005,9,
Hombre,No Sabe,99,2005,9,22953.367
Hombre,Ninguno,0,2005,12,16872.467
Hombre,Preescolar,0,2005,12,19585.814
Hombre,Primaria,0,2005,12,9776.2051
Hombre,Primaria,1,2005,12,18046.814
Hombre,Primaria,2,2005,12,19766.289
Hombre,Primaria,3,2005,12,20413.027
Hombre,Primaria,4,2005,12,21477.881
Hombre,Primaria,5,2005,12,21314.93
Hombre,Primaria,6,2005,12,24213.771
Hombre,Secundaria,7,2005,12,25442.211
Hombre,Carrera técnica,7,2005,12,34544.285
Hombre,Secundaria,8,2005,12,26432.41
Hombre,Carrera técnica,8,2005,12,25515.547
Hombre,Secundaria,9,2005,12,28005.67
Hombre,Carrera técnica,9,2005,12,35635.691
Hombre,Preparatoria o bachillerato,10,2005,12,31352.904
Hombre,Normal,10,2005,12,31609.631
Hombre,Carrera técnica,10,2005,12,32783.297
Hombre,Preparatoria o bachillerato,11,2005,12,35160.289
Hombre,Normal,11,2005,12,28359.371
Hombre,Carrera técnica,11,2005,12,34000.945
Hombre,Preparatoria o bachillerato,12,2005,12,35809.465
Hombre,Normal,12,2005,12,39573.656
Hombre,Carrera técnica,12,2005,12,36207.434
Hombre,Preparatoria o bachillerato,13,2005,12,25726.855
Hombre,Normal,13,2005,12,43297.891
Hombre,Carrera técnica,13,2005,12,34835.574
Hombre,Profesional,13,2005,12,37293.617
Hombre,Normal,14,2005,12,42007.234
Hombre,Carrera técnica,14,2005,12,40304.777
Hombre,Profesional,14,2005,12,41543.297
Hombre,Preparatoria o bachillerato,15,2005,12,89744.844
Hombre,Normal,15,2005,12,58410.598
Hombre,Carrera técnica,15,2005,12,41205.32
Hombre,Profesional,15,2005,12,48873.551
Hombre,Normal,16,2005,12,42192.227
Hombre,Profesional,16,2005,12,56811.34
Hombre,Normal,17,2005,12,40801.961
Hombre,Profesional,17,2005,12,62873.547
Hombre,Maestría,17,2005,12,87642.063
Hombre,Normal,18,2005,12,47483.922
Hombre,Profesional,18,2005,12,66195.867
Hombre,Maestría,18,2005,12,95248.547
Hombre,Profesional,19,2005,12,65076.719
Hombre,Maestría,19,2005,12,94920.82
Hombre,Doctorado,19,2005,12,65563.594
Hombre,Profesional,20,2005,12,20812.258
Hombre,Doctorado,20,2005,12,123820.69
Hombre,Doctorado,21,2005,12,110529.75
Hombre,Doctorado,22,2005,12,151070.48
Hombre,Doctorado,23,2005,12,59829.898
Hombre,Doctorado,24,2005,12,358979.38
Hombre,Primaria,99,2005,12,12567.769
Hombre,Secundaria,99,2005,12,17420.596
Hombre,Preparatoria o bachillerato,99,2005,12,31193.813
Hombre,Normal,99,2005,12,
Hombre,Carrera técnica,99,2005,12,24066.576
Hombre,Profesional,99,2005,12,98415.578
Hombre,Maestría,99,2005,12,29914.949
Hombre,Doctorado,99,2005,12,
Hombre,No Sabe,99,2005,12,22221.209
Hombre,Ninguno,0,2006,3,17169.918
Hombre,Preescolar,0,2006,3,22588.643
Hombre,Primaria,1,2006,3,18205.996
Hombre,Primaria,2,2006,3,18566.906
Hombre,Primaria,3,2006,3,20654.178
Hombre,Primaria,4,2006,3,21167.053
Hombre,Primaria,5,2006,3,21791.957
Hombre,Primaria,6,2006,3,24507.92
Hombre,Secundaria,7,2006,3,27612.84
Hombre,Carrera técnica,7,2006,3,28685.449
Hombre,Secundaria,8,2006,3,26389.887
Hombre,Carrera técnica,8,2006,3,27629.713
Hombre,Secundaria,9,2006,3,27886.773
Hombre,Carrera técnica,9,2006,3,32217.434
Hombre,Preparatoria o bachillerato,10,2006,3,30272.416
Hombre,Normal,10,2006,3,27578.881
Hombre,Carrera técnica,10,2006,3,27688.791
Hombre,Preparatoria o bachillerato,11,2006,3,33155.918
Hombre,Normal,11,2006,3,40216.113
Hombre,Carrera técnica,11,2006,3,33446.785
Hombre,Preparatoria o bachillerato,12,2006,3,35633.035
Hombre,Normal,12,2006,3,47189.977
Hombre,Carrera técnica,12,2006,3,34854.934
Hombre,Preparatoria o bachillerato,13,2006,3,10202.317
Hombre,Normal,13,2006,3,44141.832
Hombre,Carrera técnica,13,2006,3,41481.516
Hombre,Profesional,13,2006,3,39677.664
Hombre,Normal,14,2006,3,49862.176
Hombre,Carrera técnica,14,2006,3,39449.168
Hombre,Profesional,14,2006,3,43570.488
Hombre,Preparatoria o bachillerato,15,2006,3,47452.641
Hombre,Normal,15,2006,3,53822.875
Hombre,Carrera técnica,15,2006,3,38804.73
Hombre,Profesional,15,2006,3,45812.316
Hombre,Normal,16,2006,3,43682.652
Hombre,Profesional,16,2006,3,57607.219
Hombre,Normal,17,2006,3,44250.125
Hombre,Profesional,17,2006,3,62500.535
Hombre,Maestría,17,2006,3,72674.609
Hombre,Normal,18,2006,3,45703.781
Hombre,Profesional,18,2006,3,68418.914
Hombre,Maestría,18,2006,3,97606.93
Hombre,Normal,19,2006,3,68806.328
Hombre,Profesional,19,2006,3,65529.129
Hombre,Maestría,19,2006,3,91709.555
Hombre,Doctorado,19,2006,3,100540.27
Hombre,Profesional,20,2006,3,27433.557
Hombre,Doctorado,20,2006,3,106872.88
Hombre,Doctorado,21,2006,3,100609.48
Hombre,Doctorado,22,2006,3,162694.77
Hombre,Doctorado,23,2006,3,83042.117
Hombre,Doctorado,24,2006,3,355894.78
Hombre,Primaria,99,2006,3,22903.684
Hombre,Secundaria,99,2006,3,16687.691
Hombre,Preparatoria o bachillerato,99,2006,3,23785.635
Hombre,Normal,99,2006,3,
Hombre,Carrera técnica,99,2006,3,47801.117
Hombre,Profesional,99,2006,3,50948.781
Hombre,Maestría,99,2006,3,
Hombre,Doctorado,99,2006,3,
Hombre,No Sabe,99,2006,3,23768.271
Hombre,Ninguno,0,2006,6,16995.811
Hombre,Preescolar,0,2006,6,19940.068
Hombre,Primaria,0,2006,6,7668.0796
Hombre,Primaria,1,2006,6,19442.162
Hombre,Primaria,2,2006,6,19061.715
Hombre,Primaria,3,2006,6,20250.822
Hombre,Primaria,4,2006,6,21706.217
Hombre,Primaria,5,2006,6,22699.586
Hombre,Primaria,6,2006,6,25183.391
Hombre,Secundaria,7,2006,6,26567.914
Hombre,Carrera técnica,7,2006,6,30275.328
Hombre,Secundaria,8,2006,6,28090.734
Hombre,Carrera técnica,8,2006,6,29875.789
Hombre,Secundaria,9,2006,6,28441.156
Hombre,Carrera técnica,9,2006,6,32108.141
Hombre,Preparatoria o bachillerato,10,2006,6,31816.977
Hombre,Normal,10,2006,6,27492.145
Hombre,Carrera técnica,10,2006,6,30910.566
Hombre,Preparatoria o bachillerato,11,2006,6,33379.852
Hombre,Normal,11,2006,6,30107.615
Hombre,Carrera técnica,11,2006,6,34160.418
Hombre,Preparatoria o bachillerato,12,2006,6,35503.57
Hombre,Normal,12,2006,6,42285.031
Hombre,Carrera técnica,12,2006,6,36134.313
Hombre,Preparatoria o bachillerato,13,2006,6,35665.484
Hombre,Normal,13,2006,6,45625.801
Hombre,Carrera técnica,13,2006,6,36646.418
Hombre,Profesional,13,2006,6,41135.469
Hombre,Normal,14,2006,6,57805.262
Hombre,Carrera técnica,14,2006,6,42406.016
Hombre,Profesional,14,2006,6,43687.313
Hombre,Normal,15,2006,6,34724.172
Hombre,Carrera técnica,15,2006,6,40874.496
Hombre,Profesional,15,2006,6,45658.148
Hombre,Normal,16,2006,6,43627.402
Hombre,Profesional,16,2006,6,58203.648
Hombre,Normal,17,2006,6,46719.41
Hombre,Profesional,17,2006,6,63306.559
Hombre,Maestría,17,2006,6,72549.031
Hombre,Normal,18,2006,6,47369.992
Hombre,Profesional,18,2006,6,62420.406
Hombre,Maestría,18,2006,6,90963.914
Hombre,Profesional,19,2006,6,68674.633
Hombre,Maestría,19,2006,6,92377.32
Hombre,Doctorado,19,2006,6,69969.203
Hombre,Profesional,20,2006,6,45091.363
Hombre,Doctorado,20,2006,6,120041.16
Hombre,Doctorado,21,2006,6,119091.49
Hombre,Doctorado,22,2006,6,150362.45
Hombre,Doctorado,23,2006,6,103459.63
Hombre,Primaria,99,2006,6,19509.871
Hombre,Secundaria,99,2006,6,25745.076
Hombre,Preparatoria o bachillerato,99,2006,6,35748.707
Hombre,Normal,99,2006,6,29721.238
Hombre,Carrera técnica,99,2006,6,20448.211
Hombre,Profesional,99,2006,6,96810.563
Hombre,Maestría,99,2006,6,118884.95
Hombre,Doctorado,99,2006,6,118884.95
Hombre,No Sabe,99,2006,6,26741.41
Hombre,Ninguno,0,2006,9,17244.588
Hombre,Preescolar,0,2006,9,16419.896
Hombre,Primaria,0,2006,9,
Hombre,Primaria,1,2006,9,18203.508
Hombre,Primaria,2,2006,9,19020.98
Hombre,Primaria,3,2006,9,20810.641
Hombre,Primaria,4,2006,9,21921.816
Hombre,Primaria,5,2006,9,23404.957
Hombre,Primaria,6,2006,9,24894.789
Hombre,Secundaria,7,2006,9,27414.146
Hombre,Carrera técnica,7,2006,9,37203.238
Hombre,Secundaria,8,2006,9,26705.896
Hombre,Carrera técnica,8,2006,9,29367.477
Hombre,Secundaria,9,2006,9,28185.367
Hombre,Carrera técnica,9,2006,9,33502.293
Hombre,Preparatoria o bachillerato,10,2006,9,31848.617
Hombre,Normal,10,2006,9,34666.684
Hombre,Carrera técnica,10,2006,9,32651.799
Hombre,Preparatoria o bachillerato,11,2006,9,33569.992
Hombre,Normal,11,2006,9,32990.07
Hombre,Carrera técnica,11,2006,9,36110.121
Hombre,Preparatoria o bachillerato,12,2006,9,35920.887
Hombre,Normal,12,2006,9,39128.316
Hombre,Carrera técnica,12,2006,9,37218.25
Hombre,Preparatoria o bachillerato,13,2006,9,46711.602
Hombre,Normal,13,2006,9,44722.035
Hombre,Carrera técnica,13,2006,9,41132.012
Hombre,Profesional,13,2006,9,40358.25
Hombre,Preparatoria o bachillerato,14,2006,9,26859.172
Hombre,Normal,14,2006,9,55508.953
Hombre,Carrera técnica,14,2006,9,37197.27
Hombre,Profesional,14,2006,9,45721.176
Hombre,Normal,15,2006,9,46970.184
Hombre,Carrera técnica,15,2006,9,41798.914
Hombre,Profesional,15,2006,9,53044.16
Hombre,Normal,16,2006,9,43905.5
Hombre,Profesional,16,2006,9,59060.141
Hombre,Normal,17,2006,9,43423.301
Hombre,Profesional,17,2006,9,63524.559
Hombre,Maestría,17,2006,9,69932.125
Hombre,Normal,18,2006,9,43942.672
Hombre,Profesional,18,2006,9,65287.293
Hombre,Maestría,18,2006,9,93194.766
Hombre,Profesional,19,2006,9,64715.031
Hombre,Maestría,19,2006,9,94901.578
Hombre,Doctorado,19,2006,9,80611.859
Hombre,Profesional,20,2006,9,84664.781
Hombre,Doctorado,20,2006,9,191359.44
Hombre,Doctorado,21,2006,9,120734.61
Hombre,Doctorado,22,2006,9,87045.273
Hombre,Doctorado,23,2006,9,99262.156
Hombre,Primaria,99,2006,9,17444.352
Hombre,Secundaria,99,2006,9,16554.072
Hombre,Preparatoria o bachillerato,99,2006,9,32289.395
Hombre,Normal,99,2006,9,29194.752
Hombre,Carrera técnica,99,2006,9,22596.738
Hombre,Profesional,99,2006,9,71596.289
Hombre,Maestría,99,2006,9,81745.305
Hombre,No Sabe,99,2006,9,26998.455
Hombre,Ninguno,0,2006,12,16810.258
Hombre,Preescolar,0,2006,12,17105.383
Hombre,Primaria,0,2006,12,
Hombre,Primaria,1,2006,12,19808.721
Hombre,Primaria,2,2006,12,19510.588
Hombre,Primaria,3,2006,12,20630.525
Hombre,Primaria,4,2006,12,20982.396
Hombre,Primaria,5,2006,12,21949.432
Hombre,Primaria,6,2006,12,24818.74
Hombre,Secundaria,7,2006,12,26952.254
Hombre,Carrera técnica,7,2006,12,23199.814
Hombre,Secundaria,8,2006,12,27687.828
Hombre,Carrera técnica,8,2006,12,39963.266
Hombre,Secundaria,9,2006,12,28078.9
Hombre,Carrera técnica,9,2006,12,32838.762
Hombre,Preparatoria o bachillerato,10,2006,12,30976.572
Hombre,Normal,10,2006,12,35847.613
Hombre,Carrera técnica,10,2006,12,34433.832
Hombre,Preparatoria o bachillerato,11,2006,12,33303.652
Hombre,Normal,11,2006,12,25512.436
Hombre,Carrera técnica,11,2006,12,32605.867
Hombre,Preparatoria o bachillerato,12,2006,12,34841.266
Hombre,Normal,12,2006,12,45706.109
Hombre,Carrera técnica,12,2006,12,35058.957
Hombre,Preparatoria o bachillerato,13,2006,12,45999.434
Hombre,Normal,13,2006,12,43739.422
Hombre,Carrera técnica,13,2006,12,39440.844
Hombre,Profesional,13,2006,12,40242.824
Hombre,Preparatoria o bachillerato,14,2006,12,25299.688
Hombre,Normal,14,2006,12,56283.594
Hombre,Carrera técnica,14,2006,12,41180.457
Hombre,Profesional,14,2006,12,44367.844
Hombre,Preparatoria o bachillerato,15,2006,12,24724.695
Hombre,Normal,15,2006,12,31133.498
Hombre,Carrera técnica,15,2006,12,41722.719
Hombre,Profesional,15,2006,12,45209.586
Hombre,Normal,16,2006,12,42259.301
Hombre,Profesional,16,2006,12,58981.984
Hombre,Normal,17,2006,12,41913.477
Hombre,Profesional,17,2006,12,62451.398
Hombre,Maestría,17,2006,12,72083.016
Hombre,Normal,18,2006,12,44909.246
Hombre,Profesional,18,2006,12,63169.941
Hombre,Maestría,18,2006,12,85817.359
Hombre,Profesional,19,2006,12,65379.195
Hombre,Maestría,19,2006,12,93558.805
Hombre,Doctorado,19,2006,12,84063.969
Hombre,Profesional,20,2006,12,70695.375
Hombre,Doctorado,20,2006,12,109640.41
Hombre,Doctorado,21,2006,12,112538.89
Hombre,Doctorado,22,2006,12,107945.34
Hombre,Doctorado,23,2006,12,238334.56
Hombre,Preescolar,99,2006,12,
Hombre,Primaria,99,2006,12,15844.438
Hombre,Secundaria,99,2006,12,17336.037
Hombre,Preparatoria o bachillerato,99,2006,12,22769.719
Hombre,Carrera técnica,99,2006,12,23488.461
Hombre,Profesional,99,2006,12,50962.34
Hombre,Maestría,99,2006,12,68999.148
Hombre,No Sabe,99,2006,12,25251.33
Hombre,Ninguno,0,2007,3,17157.945
Hombre,Preescolar,0,2007,3,20559.273
Hombre,Primaria,0,2007,3,
Hombre,Primaria,1,2007,3,19090.141
Hombre,Primaria,2,2007,3,18966.836
Hombre,Primaria,3,2007,3,19998.652
Hombre,Primaria,4,2007,3,20549.189
Hombre,Primaria,5,2007,3,20658.904
Hombre,Primaria,6,2007,3,24569.705
Hombre,Secundaria,7,2007,3,28899.404
Hombre,Carrera técnica,7,2007,3,29425.164
Hombre,Secundaria,8,2007,3,26526.932
Hombre,Carrera técnica,8,2007,3,29604.406
Hombre,Secundaria,9,2007,3,27859.658
Hombre,Carrera técnica,9,2007,3,30170.633
Hombre,Preparatoria o bachillerato,10,2007,3,30686.736
Hombre,Normal,10,2007,3,43449.859
Hombre,Carrera técnica,10,2007,3,32540.135
Hombre,Preparatoria o bachillerato,11,2007,3,33772.137
Hombre,Normal,11,2007,3,33289.422
Hombre,Carrera técnica,11,2007,3,32521.592
Hombre,Preparatoria o bachillerato,12,2007,3,35392.199
Hombre,Normal,12,2007,3,36629.18
Hombre,Carrera técnica,12,2007,3,34743.25
Hombre,Normal,13,2007,3,44213.16
Hombre,Carrera técnica,13,2007,3,39431.867
Hombre,Profesional,13,2007,3,39649.613
Hombre,Preparatoria o bachillerato,14,2007,3,25614.547
Hombre,Normal,14,2007,3,31001.191
Hombre,Carrera técnica,14,2007,3,35369.273
Hombre,Profesional,14,2007,3,43111.086
Hombre,Normal,15,2007,3,42901.082
Hombre,Carrera técnica,15,2007,3,39774.574
Hombre,Profesional,15,2007,3,43886.719
Hombre,Normal,16,2007,3,42463.516
Hombre,Profesional,16,2007,3,57905.504
Hombre,Normal,17,2007,3,43697.855
Hombre,Profesional,17,2007,3,63018.371
Hombre,Maestría,17,2007,3,75126.211
Hombre,Normal,18,2007,3,41310.695
Hombre,Profesional,18,2007,3,65498.781
Hombre,Maestría,18,2007,3,95329.328
Hombre,Profesional,19,2007,3,65659.758
Hombre,Maestría,19,2007,3,91433.383
Hombre,Doctorado,19,2007,3,116788.1
Hombre,Profesional,20,2007,3,119249.95
Hombre,Doctorado,20,2007,3,104007.66
Hombre,Doctorado,21,2007,3,109023.98
Hombre,Doctorado,22,2007,3,113941.19
Hombre,Doctorado,23,2007,3,184993.94
Hombre,Doctorado,24,2007,3,68305.453
Hombre,Preescolar,99,2007,3,29371.346
Hombre,Primaria,99,2007,3,20121.242
Hombre,Secundaria,99,2007,3,17477.658
Hombre,Preparatoria o bachillerato,99,2007,3,25614.547
Hombre,Normal,99,2007,3,
Hombre,Carrera técnica,99,2007,3,14685.673
Hombre,Profesional,99,2007,3,55850.383
Hombre,Maestría,99,2007,3,91073.945
Hombre,No Sabe,99,2007,3,26698.814
Hombre,Ninguno,0,2007,6,18820.609
Hombre,Preescolar,0,2007,6,21271.699
Hombre,Primaria,1,2007,6,19116.072
Hombre,Primaria,2,2007,6,20094.418
Hombre,Primaria,3,2007,6,20898.543
Hombre,Primaria,4,2007,6,21217.018
Hombre,Primaria,5,2007,6,21717.828
Hombre,Primaria,6,2007,6,25416.586
Hombre,Secundaria,7,2007,6,27537.449
Hombre,Carrera técnica,7,2007,6,28810.984
Hombre,Secundaria,8,2007,6,27984.467
Hombre,Carrera técnica,8,2007,6,28360.814
Hombre,Secundaria,9,2007,6,28969.248
Hombre,Carrera técnica,9,2007,6,33472.426
Hombre,Preparatoria o bachillerato,10,2007,6,30585.818
Hombre,Normal,10,2007,6,37967.609
Hombre,Carrera técnica,10,2007,6,34576.832
Hombre,Preparatoria o bachillerato,11,2007,6,34666.586
Hombre,Normal,11,2007,6,30176.867
Hombre,Carrera técnica,11,2007,6,33474.539
Hombre,Preparatoria o bachillerato,12,2007,6,36614.758
Hombre,Normal,12,2007,6,50272.172
Hombre,Carrera técnica,12,2007,6,35918.344
Hombre,Normal,13,2007,6,44209.887
Hombre,Carrera técnica,13,2007,6,37394.938
Hombre,Profesional,13,2007,6,40240.547
Hombre,Preparatoria o bachillerato,14,2007,6,20579.684
Hombre,Normal,14,2007,6,25446.941
Hombre,Carrera técnica,14,2007,6,46163.145
Hombre,Profesional,14,2007,6,42218.008
Hombre,Normal,15,2007,6,44407.242
Hombre,Carrera técnica,15,2007,6,40965.539
Hombre,Profesional,15,2007,6,44784.754
Hombre,Normal,16,2007,6,44624.137
Hombre,Profesional,16,2007,6,58989.59
Hombre,Normal,17,2007,6,40808.563
Hombre,Profesional,17,2007,6,63382.859
Hombre,Maestría,17,2007,6,83967.461
Hombre,Normal,18,2007,6,43390.168
Hombre,Profesional,18,2007,6,64023.289
Hombre,Maestría,18,2007,6,86535.383
Hombre,Profesional,19,2007,6,56165.387
Hombre,Maestría,19,2007,6,97358.313
Hombre,Doctorado,19,2007,6,84316.172
Hombre,Profesional,20,2007,6,288877.78
Hombre,Doctorado,20,2007,6,108242.88
Hombre,Doctorado,21,2007,6,133432.09
Hombre,Doctorado,22,2007,6,67820.852
Hombre,Doctorado,23,2007,6,133464.97
Hombre,Doctorado,24,2007,6,114331.58
Hombre,Primaria,99,2007,6,18869.951
Hombre,Secundaria,99,2007,6,19013.912
Hombre,Preparatoria o bachillerato,99,2007,6,22742.455
Hombre,Normal,99,2007,6,65740.656
Hombre,Carrera técnica,99,2007,6,34299.473
Hombre,Profesional,99,2007,6,43030.246
Hombre,Maestría,99,2007,6,114331.58
Hombre,Doctorado,99,2007,6,6145.3223
Hombre,No Sabe,99,2007,6,40188.285
Hombre,Ninguno,0,2007,9,17223.748
Hombre,Preescolar,0,2007,9,20395.07
Hombre,Primaria,1,2007,9,18858.955
Hombre,Primaria,2,2007,9,20145.914
